,availability,location,size,total_sqft,bath,price
3244,1,Kereguddadahalli,2,632.8,2.0,30.0
3245,1,Kereguddadahalli,2,650.0,2.0,30.0
3246,1,Kereguddadahalli,1,420.0,1.0,19.5
3247,1,Kereguddadahalli,2,756.0,2.0,32.0
3248,1,Kereguddadahalli,3,910.0,2.0,42.0
3249,1,Kodichikkanahalli,2,696.5,2.0,41.0
3250,1,Kodichikkanahalli,3,971.75,2.0,75.0
3251,1,Kodichikkanahalli,2,731.25,2.0,52.0
3252,1,Kodichikkanahalli,2,805.0,2.0,48.0
3253,1,Kodichikkanahalli,2,695.5,2.0,43.0
3254,1,Kodichikkanahalli,3,1053.0,2.0,85.0
3256,1,Kodichikkanahalli,2,666.9,2.0,45.0
3257,1,Kodichikkanahalli,2,767.65,2.0,57.0
3258,1,Kodichikkanahalli,3,910.0,3.0,66.0
3259,1,Kodichikkanahalli,2,634.4,2.0,50.0
3260,1,Kodichikkanahalli,5,1889.9999999999998,4.0,125.0
3261,1,Kodichikkanahalli,2,844.35,2.0,58.0
3262,1,Kodigehaali,2,816.1999999999999,2.0,55.0
3264,1,Kodigehaali,2,726.0500000000001,2.0,56.0
3265,1,Kodigehaali,2,780.0,2.0,55.0
3266,1,Kodigehaali,2,780.0,2.0,60.0
3267,1,Kodigehaali,2,658.45,2.0,51.0
3268,1,Kodigehaali,2,627.25,2.0,38.0
3269,1,Kodigehaali,3,1009.4,3.0,80.0
3270,1,Kogilu,3,1240.8500000000001,3.0,88.0
3272,1,Kogilu,2,760.5,2.0,51.99
3273,1,Kogilu,2,741.0,2.0,50.66
3274,1,Kogilu,2,780.0,2.0,53.33
3275,1,Kogilu,1,378.0,1.0,36.0
3276,1,Kogilu,2,773.5,2.0,50.66
3277,1,Kogilu,2,741.0,2.0,50.66
3278,1,Kogilu,1,455.0,1.0,30.84
3279,1,Kogilu,2,812.5,2.0,55.55
3280,1,Kogilu,2,780.0,2.0,53.33
3281,1,Kogilu,2,666.4,2.0,49.0
3282,1,Kogilu,1,455.0,1.0,30.84
3283,1,Kogilu,2,812.5,2.0,55.55
3284,1,Kogilu,2,741.0,2.0,50.66
3285,1,Kogilu,2,741.0,2.0,50.66
3287,1,Konanakunte,2,618.8,1.0,58.0
3288,1,Konanakunte,3,910.0,2.0,73.0
3289,1,Konanakunte,4,1950.0,4.0,160.0
3290,1,Konanakunte,3,1440.0,2.0,180.0
3291,1,Konanakunte,3,924.95,2.0,85.0
3292,1,Koramangala,2,814.45,2.0,102.0
3293,1,Koramangala,3,1027.0,3.0,160.0
3295,1,Koramangala,2,653.25,1.0,110.0
3298,1,Koramangala,2,838.5,2.0,100.0
3299,1,Koramangala,2,845.0,2.0,110.0
3301,1,Koramangala,2,861.25,2.0,119.0
3302,1,Koramangala,2,882.0,2.0,100.0
3304,1,Koramangala,2,1330.0,2.0,200.0
3309,1,Koramangala,2,858.0,2.0,150.0
3310,1,Koramangala,2,858.0,2.0,110.0
3314,1,Koramangala,2,703.95,2.0,100.0
3315,1,Koramangala,3,1133.6000000000001,3.0,200.0
3316,1,Koramangala,2,767.0,2.0,128.0
3317,1,Koramangala,2,858.0,2.0,160.0
3318,1,Koramangala,2,958.9999999999999,2.0,125.0
3319,1,Koramangala,2,715.0,2.0,85.0
3320,1,Koramangala,2,840.0,2.0,100.0
3323,1,Koramangala,2,858.0,2.0,160.0
3324,1,Koramangala,2,944.9999999999999,2.0,103.0
3327,1,Koramangala,2,858.0,2.0,160.0
3329,1,Koramangala,2,948.4999999999999,2.0,95.0
3330,1,Koramangala,3,1040.0,3.0,170.0
3331,1,Koramangala,2,819.0,2.0,100.0
3334,1,Kothannur,2,783.9,2.0,48.23
3335,1,Kothannur,2,770.0,2.0,40.0
3336,1,Kothannur,2,778.0500000000001,2.0,47.88
3337,1,Kothannur,2,778.0500000000001,2.0,47.8
3338,1,Kothannur,2,695.5,2.0,42.79
3339,0,Kothannur,2,695.5,2.0,38.6
3340,1,Kothannur,3,965.25,2.0,59.4
3341,1,Kothannur,3,912.6,2.0,56.15
3342,1,Kothanur,3,1188.2,3.0,110.0
3343,1,Kothanur,2,770.9,2.0,58.0
3345,1,Kothanur,3,1200.55,3.0,105.0
3348,1,Kothanur,2,771.5500000000001,2.0,58.0
3349,1,Kothanur,3,1200.55,3.0,110.0
3351,1,Kothanur,2,770.25,2.0,59.0
3354,1,Kothanur,3,1163.5,3.0,105.0
3356,1,Kothanur,2,744.25,2.0,56.0
3357,1,Kothanur,2,945.75,2.0,69.0
3358,1,Kothanur,1,438.9,1.0,30.0
3359,1,Kothanur,2,846.3000000000001,2.0,68.5
3360,1,Kothanur,2,770.25,2.0,58.0
3361,1,Kothanur,1,900.0,1.0,75.0
3362,0,Kothanur,2,698.75,2.0,53.0
3363,1,Kothanur,3,1253.0,3.0,97.0
3364,1,Kothanur,3,1160.9,2.0,106.0
3365,1,Kothanur,3,1161.55,3.0,107.0
3366,1,Kothanur,2,741.65,2.0,54.0
3367,1,Kothanur,2,754.0,2.0,57.0
3368,1,Kothanur,2,711.75,2.0,55.0
3369,1,Kothanur,2,742.3000000000001,2.0,56.0
3370,1,Kothanur,2,698.1,2.0,54.0
3371,1,Kothanur,2,835.25,2.0,60.0
3372,1,Kothanur,2,698.75,2.0,53.0
3373,1,Kothanur,2,741.0,2.0,56.0
3374,1,Kothanur,2,910.0,2.0,70.0
3377,0,Kothanur,2,741.0,2.0,56.0
3378,0,Kothanur,2,770.25,2.0,59.0
3380,1,Kothanur,3,1163.5,3.0,105.0
3381,1,Kothanur,2,734.5,2.0,55.0
3382,1,Kothanur,2,711.1,2.0,54.0
3383,1,Kothanur,2,776.75,2.0,59.0
3385,1,Kudlu,2,748.8000000000001,2.0,53.5
3386,1,Kudlu,2,667.5500000000001,2.0,43.0
3387,1,Kudlu,2,709.8000000000001,2.0,44.0
3388,1,Kudlu,2,667.5500000000001,2.0,43.0
3389,1,Kudlu,2,709.8000000000001,2.0,44.0
3390,1,Kudlu,2,742.95,2.0,55.0
3392,1,Kudlu,2,665.6,2.0,44.0
3394,1,Kudlu,3,1120.0,3.0,79.0
3395,1,Kudlu,2,667.5500000000001,2.0,42.0
3396,1,Kudlu,2,753.1999999999999,2.0,50.0
3397,1,Kudlu,2,667.5500000000001,2.0,44.0
3398,1,Kudlu,2,704.6,2.0,53.0
3399,1,Kudlu,2,909.9999999999999,2.0,56.0
3400,1,Kudlu,2,718.9,2.0,44.0
3401,1,Kudlu,2,667.5500000000001,2.0,44.0
3402,1,Kudlu,2,777.0,2.0,46.0
3403,1,Kudlu,2,667.5500000000001,2.0,44.0
3404,1,Kudlu,1,468.0,1.0,33.0
3405,1,Kudlu,2,667.5500000000001,2.0,44.0
3406,1,Kudlu,2,755.3000000000001,2.0,52.0
3407,1,Kudlu,2,676.65,2.0,53.0
3408,1,Kudlu Gate,3,997.75,3.0,83.0
3409,1,Kudlu Gate,3,997.75,3.0,85.0
3411,1,Kudlu Gate,3,997.75,3.0,86.0
3412,0,Kudlu Gate,3,1016.6,2.0,92.0
3413,1,Kudlu Gate,2,804.7,2.0,55.0
3414,1,Kudlu Gate,3,934.4999999999999,3.0,89.0
3415,0,Kudlu Gate,1,456.95,1.0,52.0
3416,1,Kudlu Gate,3,997.75,3.0,86.0
3417,1,Kudlu Gate,3,995.8000000000001,3.0,83.0
3418,0,Kudlu Gate,2,723.45,2.0,50.0
3420,1,Kudlu Gate,2,770.25,2.0,50.0
3424,1,Kudlu Gate,2,789.75,2.0,45.0
3425,0,Kudlu Gate,2,1005.5500000000001,2.0,103.0
3426,0,Kudlu Gate,2,935.1999999999999,2.0,86.0
3427,0,Kudlu Gate,3,1343.3,3.0,121.0
3428,1,Kudlu Gate,2,951.6,3.0,56.0
3429,1,Kudlu Gate,3,997.75,3.0,85.0
3430,0,Kudlu Gate,3,1202.5,3.0,120.0
3431,0,Kudlu Gate,2,611.0,2.0,69.57
3432,1,Kudlu Gate,2,789.75,2.0,44.96
3433,1,Kudlu Gate,2,814.8,2.0,75.0
3434,0,Kudlu Gate,2,768.95,2.0,79.54
3435,0,Kudlu Gate,3,1202.5,3.0,110.0
3436,0,Kudlu Gate,2,768.95,2.0,79.54
3437,1,Kudlu Gate,2,780.0,2.0,44.4
3439,1,Kudlu Gate,2,916.9999999999999,2.0,53.0
3440,1,Kumaraswami Layout,4,1200.0,4.0,139.0
3441,1,Kumaraswami Layout,2,650.0,2.0,48.5
3442,1,Kumaraswami Layout,2,650.0,2.0,58.0
3443,1,Kumaraswami Layout,3,1680.0,2.0,125.0
3444,1,Kumaraswami Layout,3,916.9999999999999,2.0,70.0
3445,1,Kumaraswami Layout,1,595.0,1.0,78.0
3446,1,Kumaraswami Layout,3,916.9999999999999,2.0,85.0
3447,1,Kumaraswami Layout,4,1715.0,3.0,110.0
3448,1,Kumaraswami Layout,2,702.65,2.0,60.0
3449,1,Kundalahalli,3,1120.6000000000001,3.0,125.0
3450,1,Kundalahalli,2,721.0,2.0,49.0
3451,0,Kundalahalli,2,732.9,2.0,82.0
3452,1,Kundalahalli,3,908.0500000000001,3.0,105.0
3453,0,Kundalahalli,3,1120.6000000000001,3.0,127.0
3454,1,Kundalahalli,2,656.5,2.0,49.27
3455,1,Kundalahalli,3,908.0500000000001,3.0,110.0
3456,0,Kundalahalli,3,908.0500000000001,3.0,104.0
3457,0,Kundalahalli,3,908.0500000000001,3.0,108.0
3458,1,Kundalahalli,3,1248.0,3.0,150.0
3459,1,Kundalahalli,3,908.0500000000001,3.0,105.0
3461,1,Kundalahalli,3,1120.6000000000001,3.0,124.0
3462,1,Kundalahalli,2,680.5500000000001,2.0,84.0
3463,1,Kundalahalli,2,680.5500000000001,2.0,83.0
3466,1,Kundalahalli,2,728.0,2.0,53.76
3467,1,Kundalahalli,2,680.5500000000001,2.0,82.62
3468,1,Kundalahalli,2,680.5500000000001,2.0,91.0
3469,0,Kundalahalli,3,1120.6000000000001,3.0,146.0
3471,0,Kundalahalli,3,1120.6000000000001,3.0,125.0
3472,1,Kundalahalli,2,656.5,2.0,48.27
3473,0,Kundalahalli,2,680.5500000000001,2.0,89.0
3474,0,Kundalahalli,3,908.0500000000001,3.0,105.0
3476,1,Kundalahalli,2,680.5500000000001,2.0,72.0
3477,1,Kundalahalli,2,882.0,2.0,58.0
3479,1,Kundalahalli,2,745.5,2.0,70.0
3480,0,Kundalahalli,3,1120.6000000000001,3.0,146.0
3481,1,Kundalahalli,2,680.5500000000001,2.0,91.0
3482,1,Kundalahalli,3,1120.6000000000001,3.0,128.0
3483,1,Kundalahalli,2,854.75,2.0,74.0
3484,1,Kundalahalli,3,1470.0,3.0,150.0
3485,1,Kundalahalli,3,1120.6000000000001,3.0,125.0
3486,0,Kundalahalli,3,1120.6000000000001,3.0,140.0
3487,1,Kundalahalli,2,763.75,2.0,65.0
3488,1,Lakshminarayana Pura,2,770.25,2.0,75.0
3489,1,Lakshminarayana Pura,3,1040.0,2.0,108.0
3490,1,Lakshminarayana Pura,2,826.0,2.0,75.0
3491,1,Lakshminarayana Pura,2,761.8000000000001,2.0,82.0
3492,1,Lakshminarayana Pura,2,825.3,2.0,75.0
3493,1,Lakshminarayana Pura,2,746.85,2.0,75.0
3494,1,Lakshminarayana Pura,2,868.4,2.0,100.0
3495,1,Lakshminarayana Pura,2,763.75,2.0,75.0
3496,1,Lakshminarayana Pura,2,773.5,2.0,75.0
3497,1,Lakshminarayana Pura,2,780.0,2.0,75.0
3498,1,Lakshminarayana Pura,2,780.0,2.0,75.0
3499,1,Lakshminarayana Pura,2,815.5,2.0,75.0
3500,1,Lakshminarayana Pura,2,744.25,2.0,75.0
3501,1,Lakshminarayana Pura,3,975.0,3.0,104.0
3502,1,Lakshminarayana Pura,2,786.5,2.0,75.0
3503,1,Lakshminarayana Pura,2,818.3,2.0,75.0
3504,1,Lakshminarayana Pura,2,840.0,2.0,75.0
3505,1,Lakshminarayana Pura,2,820.4,2.0,75.0
3506,1,Lakshminarayana Pura,2,761.8000000000001,2.0,75.0
3507,1,Lakshminarayana Pura,3,1204.0,3.0,150.0
3508,1,Lakshminarayana Pura,2,767.0,2.0,75.0
3509,1,Lakshminarayana Pura,2,780.0,2.0,83.0
3510,1,Lakshminarayana Pura,2,780.0,2.0,80.0
3511,1,Lakshminarayana Pura,2,836.5,2.0,75.0
3512,1,Lakshminarayana Pura,2,840.0,2.0,80.0
3513,1,Lingadheeranahalli,3,988.65,3.0,95.0
3514,1,Lingadheeranahalli,3,982.15,3.0,95.0
3515,1,Lingadheeranahalli,3,1093.95,3.0,109.0
3516,1,Lingadheeranahalli,3,987.35,3.0,93.0
3517,1,Lingadheeranahalli,3,988.65,3.0,94.99
3518,1,Lingadheeranahalli,3,1093.3,3.0,120.0
3519,1,Lingadheeranahalli,3,988.65,3.0,94.71
3520,1,Lingadheeranahalli,3,1230.45,3.0,130.0
3521,1,Lingadheeranahalli,3,1108.25,3.0,110.0
3522,1,Lingadheeranahalli,4,1459.25,4.0,154.0
3523,1,Lingadheeranahalli,3,1093.3,3.0,113.0
3524,1,Lingadheeranahalli,3,1093.3,3.0,114.0
3525,1,Lingadheeranahalli,3,978.9,3.0,95.0
3526,1,Lingadheeranahalli,3,1093.95,3.0,110.0
3527,1,Lingadheeranahalli,3,1094.6000000000001,3.0,120.0
3528,1,Lingadheeranahalli,4,1453.4,4.0,153.0
3529,1,Lingadheeranahalli,3,1231.1000000000001,4.0,114.0
3530,1,Lingadheeranahalli,4,1456.0,4.0,160.0
3531,0,Magadi Road,2,725.4,2.0,50.0
3532,0,Magadi Road,2,653.25,2.0,55.78
3533,0,Magadi Road,2,650.0,2.0,46.5
3534,1,Magadi Road,2,725.4,2.0,51.89
3535,1,Magadi Road,2,611.0,2.0,50.0
3536,1,Mahadevpura,2,1015.6999999999999,2.0,90.0
3538,1,Mahadevpura,2,747.5,2.0,52.0
3539,1,Mahadevpura,2,812.5,2.0,52.0
3540,1,Mahadevpura,2,819.0,2.0,57.6
3542,1,Mahadevpura,1,474.5,1.0,35.0
3543,1,Mahadevpura,3,932.1,2.0,67.39
3544,1,Mahadevpura,2,744.9,2.0,53.8
3545,1,Mahadevpura,2,995.8000000000001,2.0,62.0
3546,1,Mahadevpura,3,1053.0,2.0,76.0
3547,1,Mahadevpura,2,738.4,2.0,64.5
3548,1,Mahadevpura,3,910.0,2.0,65.8
3549,1,Mahadevpura,2,739.0500000000001,2.0,53.4
3550,1,Mahadevpura,3,1040.65,3.0,95.0
3551,1,Mahadevpura,3,942.5,3.0,75.0
3552,1,Mahadevpura,2,748.8000000000001,2.0,54.0
3553,1,Mahadevpura,2,787.8000000000001,2.0,56.9
3555,1,Mahadevpura,3,978.25,3.0,78.0
3557,1,Mahadevpura,2,803.4,2.0,58.0
3558,1,Mahadevpura,2,803.4,2.0,58.0
3559,1,Mahadevpura,2,728.0,2.0,53.0
3560,0,Mahadevpura,2,682.5,2.0,42.0
3561,1,Mallasandra,3,1082.25,3.0,95.0
3562,1,Mallasandra,3,1082.25,3.0,86.58
3563,1,Mallasandra,2,871.0,2.0,61.0
3564,1,Mallasandra,2,861.25,2.0,70.0
3565,1,Mallasandra,3,1082.25,3.0,86.91
3566,1,Mallasandra,2,861.25,2.0,70.0
3567,1,Mallasandra,2,861.25,2.0,65.0
3568,1,Mallasandra,2,927.4999999999999,2.0,73.0
3569,1,Mallasandra,2,1017.25,2.0,69.0
3571,0,Malleshpalya,2,741.0,2.0,46.5
3572,0,Malleshpalya,2,796.25,2.0,46.86
3574,1,Malleshpalya,2,683.8000000000001,2.0,50.0
3575,1,Malleshpalya,3,983.4999999999999,2.0,77.0
3576,1,Malleshpalya,2,692.25,2.0,50.0
3577,1,Malleshpalya,2,786.5,2.0,55.0
3579,1,Malleshpalya,2,689.0,2.0,40.0
3580,1,Malleshpalya,3,929.5,2.0,69.5
3581,1,Malleshpalya,2,994.6999999999999,2.0,90.0
3582,1,Malleshpalya,2,809.25,2.0,55.0
3583,1,Malleshpalya,2,780.0,2.0,46.0
3584,1,Malleshpalya,2,796.25,2.0,52.0
3585,1,Malleshwaram,1,458.25,1.0,67.0
3587,1,Malleshwaram,1,445.90000000000003,1.0,62.5
3591,1,Malleshwaram,2,923.0,2.0,158.0
3594,1,Malleshwaram,3,1040.0,3.0,160.0
3598,1,Malleshwaram,1,312.0,1.0,60.0
3599,1,Malleshwaram,2,838.5,2.0,120.0
3602,1,Malleshwaram,2,630.0,2.0,90.0
3605,1,Malleshwaram,1,403.0,1.0,86.8
3610,1,Malleshwaram,2,663.0,2.0,80.0
3613,1,Malleshwaram,2,975.0,2.0,140.0
3615,1,Malleshwaram,2,910.0,2.0,190.0
3618,1,Malleshwaram,2,916.5,2.0,125.0
3620,1,Marathahalli,2,793.0,2.0,57.0
3621,1,Marathahalli,2,780.0,2.0,52.0
3622,1,Marathahalli,2,780.0,2.0,60.0
3623,1,Marathahalli,3,1256.45,3.0,140.0
3624,0,Marathahalli,2,617.5,2.0,46.96
3625,1,Marathahalli,2,799.5,2.0,80.0
3627,1,Marathahalli,2,662.35,2.0,49.85
3628,1,Marathahalli,2,789.75,2.0,67.0
3629,1,Marathahalli,4,1417.65,3.0,152.0
3630,1,Marathahalli,2,819.0,2.0,53.0
3631,1,Marathahalli,2,662.35,2.0,49.86
3632,1,Marathahalli,2,861.25,2.0,71.55
3633,1,Marathahalli,2,793.0,2.0,56.5
3635,0,Marathahalli,2,748.8000000000001,2.0,56.0
3636,1,Marathahalli,3,1046.5,3.0,90.0
3637,0,Marathahalli,2,744.9,2.0,70.0
3638,0,Marathahalli,3,954.85,3.0,89.0
3641,1,Marathahalli,3,1196.0,3.0,98.0
3644,1,Marathahalli,2,622.0500000000001,2.0,46.9
3645,1,Marathahalli,3,1028.95,3.0,105.0
3648,1,Marathahalli,2,696.15,2.0,52.25
3649,1,Marathahalli,2,789.75,2.0,58.86
3650,0,Marathahalli,2,716.3000000000001,2.0,53.67
3651,1,Marathahalli,3,1235.0,3.0,123.0
3652,1,Marathahalli,2,679.25,2.0,60.0
3653,1,Marathahalli,2,789.75,2.0,58.86
3654,1,Marathahalli,2,887.25,2.0,73.0
3659,1,Marathahalli,2,785.2,2.0,70.0
3660,1,Marathahalli,2,927.4999999999999,1.0,92.0
3661,1,Marathahalli,3,1067.5,3.0,90.0
3662,1,Marathahalli,3,1259.05,3.0,140.0
3663,1,Marathahalli,3,1007.5,3.0,83.0
3664,1,Marathahalli,2,877.5,2.0,86.0
3665,0,Marathahalli,2,622.0500000000001,2.0,47.0
3667,1,Marathahalli,2,799.5,2.0,57.0
3668,1,Marathahalli,2,780.0,2.0,58.0
3670,0,Marathahalli,1,394.55,1.0,35.0
3671,1,Marathahalli,3,1028.95,3.0,109.0
3672,1,Marathahalli,5,1750.0,3.0,200.0
3673,1,Marathahalli,2,698.75,2.0,52.43
3674,1,Marathahalli,2,884.0,2.0,103.0
3675,1,Marathahalli,2,793.0,2.0,58.5
3676,1,Marathahalli,2,617.5,2.0,45.68
3677,0,Marathahalli,1,399.75,1.0,44.0
3678,1,Marathahalli,3,1036.75,3.0,90.0
3679,1,Marathahalli,2,877.5,2.0,89.0
3680,1,Marathahalli,2,663.0,2.0,57.0
3682,0,Marathahalli,2,1040.0,3.0,88.0
3683,1,Marathahalli,1,507.0,1.0,55.0
3684,1,Marathahalli,3,1111.5,3.0,100.0
3686,0,Marathahalli,2,882.7,2.0,81.0
3687,1,Marathahalli,2,783.25,2.0,75.0
3688,1,Marathahalli,3,1124.5,3.0,110.0
3689,1,Marathahalli,3,1028.95,3.0,115.0
3690,1,Marathahalli,2,840.0,2.0,67.0
3691,1,Marathahalli,2,766.5,2.0,60.0
3692,1,Marathahalli,2,689.0,2.0,48.0
3693,1,Marathahalli,2,735.0,2.0,65.0
3694,1,Marathahalli,2,716.3000000000001,2.0,53.67
3695,1,Marathahalli,2,666.9,2.0,49.95
3698,1,Marathahalli,2,793.0,2.0,59.0
3699,1,Marathahalli,3,1111.5,3.0,100.0
3700,1,Marathahalli,3,1092.0,3.0,105.0
3701,1,Marathahalli,3,1241.5,3.0,119.0
3702,1,Marathahalli,2,1041.3,2.0,104.0
3703,0,Marathahalli,1,455.0,1.0,38.0
3704,0,Marathahalli,3,954.85,3.0,89.0
3706,1,Marathahalli,3,1098.5,3.0,116.0
3707,1,Marathahalli,2,692.25,2.0,55.0
3708,1,Marathahalli,3,1185.1,3.0,125.0
3709,1,Marathahalli,3,1100.45,3.0,125.0
3710,0,Marathahalli,2,777.4,2.0,57.9
3711,1,Marathahalli,3,1036.75,3.0,88.0
3712,0,Marathahalli,3,1379.3,3.0,125.0
3713,1,Marathahalli,3,1124.5,3.0,115.0
3715,1,Marathahalli,2,731.25,2.0,55.0
3716,1,Marathahalli,3,1267.5,3.0,115.0
3717,1,Marathahalli,2,875.0,2.0,68.0
3718,1,Marathahalli,2,731.25,2.0,56.8
3719,1,Marathahalli,2,877.5,2.0,90.0
3720,1,Marathahalli,2,780.0,2.0,53.0
3721,1,Marathahalli,2,622.0500000000001,2.0,47.0
3724,1,Marathahalli,2,944.9999999999999,2.0,60.0
3726,1,Marathahalli,2,877.5,2.0,99.0
3727,1,Marathahalli,2,835.25,2.0,55.0
3730,0,Marathahalli,2,731.25,2.0,54.8
3731,1,Marathahalli,3,1190.0,3.0,126.0
3732,1,Marathahalli,2,825.5,2.0,73.0
3734,1,Marathahalli,2,617.5,2.0,46.7
3735,1,Marathahalli,3,1007.5,3.0,85.0
3736,0,Marathahalli,2,662.35,2.0,49.86
3737,1,Marathahalli,2,743.6,2.0,65.0
3738,1,Marathahalli,2,806.0,2.0,55.0
3739,1,Marathahalli,1,770.0,2.0,75.0
3740,1,Marathahalli,2,809.1999999999999,2.0,52.0
3741,1,Marathahalli,2,737.75,2.0,60.0
3742,1,Marathahalli,3,1195.3500000000001,3.0,130.0
3743,0,Marathahalli,2,760.5,2.0,85.0
3744,1,Marathahalli,2,716.3000000000001,2.0,53.67
3745,1,Marathahalli,3,941.85,3.0,110.0
3746,1,Marathahalli,2,884.0,2.0,101.0
3747,1,Marathahalli,2,666.9,2.0,50.18
3750,1,Marathahalli,2,889.0,2.0,80.0
3751,1,Marathahalli,2,715.0,2.0,50.0
3752,1,Marathahalli,2,777.4,2.0,57.95
3753,1,Marathahalli,3,1039.5,2.0,90.0
3754,0,Marathahalli,2,744.9,2.0,69.0
3755,1,Margondanahalli,2,654.0,2.0,58.0
3756,1,Margondanahalli,2,720.0,2.0,58.5
3757,1,Margondanahalli,2,720.0,2.0,67.0
3758,1,Margondanahalli,2,600.0,2.0,57.0
3760,0,Margondanahalli,2,720.0,2.0,69.0
3761,1,Margondanahalli,2,798.0,2.0,60.0
3762,1,Margondanahalli,2,660.0,2.0,55.0
3763,1,Margondanahalli,2,691.1999999999999,1.0,66.0
3764,1,Margondanahalli,2,720.0,2.0,65.0
3765,0,Margondanahalli,2,630.0,2.0,58.0
3766,1,Margondanahalli,2,696.0,2.0,65.0
3767,0,Margondanahalli,2,867.1,2.0,67.76
3768,1,Mico Layout,3,1007.5,2.0,65.0
3769,1,Mico Layout,2,731.25,2.0,40.0
3770,1,Mico Layout,2,773.5,2.0,39.25
3771,1,Mico Layout,1,520.0,1.0,29.5
3772,0,Mico Layout,2,761.15,2.0,39.0
3773,1,Mico Layout,2,840.0,2.0,53.5
3774,1,Mico Layout,3,1085.5,3.0,59.0
3775,1,Mico Layout,2,741.0,2.0,43.0
3776,1,Munnekollal,2,819.0,2.0,52.0
3777,0,Munnekollal,2,716.3000000000001,2.0,53.67
3778,1,Munnekollal,3,972.9999999999999,3.0,68.0
3779,1,Munnekollal,2,780.0,2.0,49.5
3780,0,Munnekollal,2,617.5,2.0,46.5
3782,1,Munnekollal,3,1137.5,3.0,86.5
3783,0,Munnekollal,3,900.25,2.0,66.5
3784,1,Munnekollal,2,756.0,2.0,45.0
3785,1,Munnekollal,2,819.0,2.0,59.0
3787,0,Munnekollal,2,669.5,2.0,50.36
3788,1,Murugeshpalya,2,907.1999999999999,2.0,81.0
3789,1,Murugeshpalya,3,1007.5,3.0,74.0
3790,1,Murugeshpalya,3,1199.25,3.0,91.0
3791,1,Murugeshpalya,2,770.25,2.0,85.0
3792,1,Murugeshpalya,3,1040.0,2.0,65.0
3793,1,Murugeshpalya,3,975.0,2.0,70.0
3794,1,Murugeshpalya,3,1205.75,3.0,96.0
3795,1,Murugeshpalya,2,763.75,2.0,75.0
3796,1,Mysore Road,2,763.75,2.0,73.5
3797,0,Mysore Road,3,1111.5,4.0,91.31
3798,1,Mysore Road,2,663.0,2.0,48.95
3799,0,Mysore Road,2,763.75,2.0,73.5
3800,1,Mysore Road,2,805.35,2.0,53.0
3801,1,Mysore Road,2,689.0,2.0,62.0
3802,0,Mysore Road,2,637.0,2.0,45.47
3803,1,Mysore Road,3,991.25,3.0,96.0
3804,0,Mysore Road,2,780.0,2.0,65.0
3805,0,Mysore Road,2,695.5,2.0,49.65
3806,1,Mysore Road,2,618.0999999999999,2.0,50.0
3807,1,Mysore Road,2,750.75,2.0,51.0
3808,1,Mysore Road,2,651.95,2.0,43.0
3809,1,Mysore Road,2,804.0500000000001,2.0,73.0
3810,1,Mysore Road,2,760.5,2.0,65.0
3811,0,Mysore Road,2,669.1750000000001,2.0,50.855
3812,0,Mysore Road,2,611.0,2.0,43.61
3814,1,Mysore Road,2,663.0,2.0,48.95
3815,1,Mysore Road,3,1019.2,2.0,100.0
3817,1,Mysore Road,2,822.5,2.0,70.5
3819,1,NGR Layout,2,663.0,2.0,45.9
3820,1,NGR Layout,2,718.25,2.0,49.73
3821,1,NGR Layout,2,664.3000000000001,2.0,45.9
3822,1,NGR Layout,2,663.0,2.0,45.0
3823,1,NGR Layout,2,662.35,2.0,45.9
3824,1,NGR Layout,2,663.0,2.0,46.0
3825,1,NGR Layout,2,663.65,2.0,46.0
3826,1,NGR Layout,2,663.65,2.0,45.9
3827,1,NRI Layout,3,1017.25,2.0,75.0
3828,0,NRI Layout,2,731.25,2.0,45.56
3829,1,NRI Layout,4,1505.0,4.0,115.0
3830,1,NRI Layout,2,750.0,2.0,75.0
3831,1,NRI Layout,3,1252.3,3.0,75.0
3832,1,NRI Layout,3,1125.15,3.0,64.11
3833,1,NRI Layout,2,1440.0,2.0,125.0
3834,1,Nagarbhavi,3,1141.0,2.0,98.0
3836,1,Nagarbhavi,3,1680.0,3.0,160.0
3837,1,Nagarbhavi,1,574.6,2.0,36.0
3838,1,Nagarbhavi,2,685.75,2.0,55.0
3840,1,Nagarbhavi,2,794.95,2.0,60.0
3841,1,Nagarbhavi,2,669.1999999999999,2.0,49.0
3843,1,Nagarbhavi,3,979.9999999999999,2.0,85.0
3844,1,Nagarbhavi,3,984.75,2.0,79.0
3845,1,Nagarbhavi,2,744.25,2.0,40.0
3846,1,Nagarbhavi,1,300.0,1.0,20.0
3847,1,Nagarbhavi,1,496.99999999999994,2.0,40.0
3849,1,Nagarbhavi,2,787.8000000000001,2.0,50.0
3850,1,Nagarbhavi,2,663.0,2.0,55.0
3851,1,Nagarbhavi,3,1202.5,3.0,90.0
3852,1,Nagarbhavi,2,728.0,2.0,53.0
3854,1,Nagarbhavi,2,744.9,2.0,50.0
3856,1,Nagarbhavi,2,773.5,2.0,63.0
3858,1,Nagarbhavi,2,735.0,2.0,80.0
3859,1,Nagarbhavi,5,1750.0,3.0,180.0
3861,1,Nagarbhavi,3,1062.75,3.0,85.0
3863,1,Nagarbhavi,2,715.0,2.0,46.2
3864,1,Nagarbhavi,2,702.0,2.0,49.0
3865,1,Nagarbhavi,4,1260.0,3.0,180.0
3866,1,Nagarbhavi,2,796.25,2.0,58.0
3867,1,Nagavara,4,1412.2225,3.0,120.0
